date,timestamp,timestamp_ms,body_battery_level
2026-03-04,2026-03-04 00:36:00,1772584560000,22
2026-03-04,2026-03-04 00:39:00,1772584740000,22
2026-03-04,2026-03-04 00:42:00,1772584920000,22
2026-03-04,2026-03-04 00:45:00,1772585100000,22
2026-03-04,2026-03-04 00:48:00,1772585280000,22
2026-03-04,2026-03-04 00:51:00,1772585460000,22
2026-03-04,2026-03-04 00:54:00,1772585640000,22
2026-03-04,2026-03-04 00:57:00,1772585820000,23
2026-03-04,2026-03-04 01:00:00,1772586000000,24
2026-03-04,2026-03-04 01:03:00,1772586180000,24
2026-03-04,2026-03-04 01:06:00,1772586360000,24
2026-03-04,2026-03-04 01:09:00,1772586540000,24
2026-03-04,2026-03-04 01:12:00,1772586720000,25
2026-03-04,2026-03-04 01:15:00,1772586900000,25
2026-03-04,2026-03-04 01:18:00,1772587080000,25
2026-03-04,2026-03-04 01:21:00,1772587260000,25
2026-03-04,2026-03-04 01:24:00,1772587440000,26
2026-03-04,2026-03-04 01:27:00,1772587620000,26
2026-03-04,2026-03-04 01:30:00,1772587800000,26
2026-03-04,2026-03-04 01:33:00,1772587980000,26
2026-03-04,2026-03-04 01:36:00,1772588160000,27
2026-03-04,2026-03-04 01:39:00,1772588340000,27
2026-03-04,2026-03-04 01:42:00,1772588520000,27
2026-03-04,2026-03-04 01:45:00,1772588700000,27
2026-03-04,2026-03-04 01:48:00,1772588880000,28
2026-03-04,2026-03-04 01:51:00,1772589060000,28
2026-03-04,2026-03-04 01:54:00,1772589240000,29
2026-03-04,2026-03-04 01:57:00,1772589420000,29
2026-03-04,2026-03-04 02:00:00,1772589600000,30
2026-03-04,2026-03-04 02:03:00,1772589780000,30
2026-03-04,2026-03-04 02:06:00,1772589960000,30
2026-03-04,2026-03-04 02:09:00,1772590140000,31
2026-03-04,2026-03-04 02:12:00,1772590320000,32
2026-03-04,2026-03-04 02:15:00,1772590500000,32
2026-03-04,2026-03-04 02:18:00,1772590680000,33
2026-03-04,2026-03-04 02:21:00,1772590860000,33
2026-03-04,2026-03-04 02:24:00,1772591040000,34
2026-03-04,2026-03-04 02:27:00,1772591220000,34
2026-03-04,2026-03-04 02:30:00,1772591400000,35
2026-03-04,2026-03-04 02:33:00,1772591580000,35
2026-03-04,2026-03-04 02:36:00,1772591760000,36
2026-03-04,2026-03-04 02:39:00,1772591940000,37
2026-03-04,2026-03-04 02:42:00,1772592120000,37
2026-03-04,2026-03-04 02:45:00,1772592300000,37
2026-03-04,2026-03-04 02:48:00,1772592480000,38
2026-03-04,2026-03-04 02:51:00,1772592660000,39
2026-03-04,2026-03-04 02:54:00,1772592840000,40
2026-03-04,2026-03-04 02:57:00,1772593020000,41
2026-03-04,2026-03-04 03:00:00,1772593200000,41
2026-03-04,2026-03-04 03:03:00,1772593380000,42
2026-03-04,2026-03-04 03:06:00,1772593560000,42
2026-03-04,2026-03-04 03:09:00,1772593740000,44
2026-03-04,2026-03-04 03:12:00,1772593920000,44
2026-03-04,2026-03-04 03:15:00,1772594100000,44
2026-03-04,2026-03-04 03:18:00,1772594280000,44
2026-03-04,2026-03-04 03:21:00,1772594460000,45
2026-03-04,2026-03-04 03:24:00,1772594640000,46
2026-03-04,2026-03-04 03:27:00,1772594820000,47
2026-03-04,2026-03-04 03:30:00,1772595000000,47
2026-03-04,2026-03-04 03:33:00,1772595180000,47
2026-03-04,2026-03-04 03:36:00,1772595360000,48
2026-03-04,2026-03-04 03:39:00,1772595540000,49
2026-03-04,2026-03-04 03:42:00,1772595720000,50
2026-03-04,2026-03-04 03:45:00,1772595900000,50
2026-03-04,2026-03-04 03:48:00,1772596080000,51
2026-03-04,2026-03-04 03:51:00,1772596260000,51
2026-03-04,2026-03-04 03:54:00,1772596440000,52
2026-03-04,2026-03-04 03:57:00,1772596620000,52
2026-03-04,2026-03-04 04:00:00,1772596800000,53
2026-03-04,2026-03-04 04:03:00,1772596980000,54
2026-03-04,2026-03-04 04:06:00,1772597160000,54
2026-03-04,2026-03-04 04:09:00,1772597340000,54
2026-03-04,2026-03-04 04:12:00,1772597520000,55
2026-03-04,2026-03-04 04:15:00,1772597700000,56
2026-03-04,2026-03-04 04:18:00,1772597880000,56
2026-03-04,2026-03-04 04:21:00,1772598060000,57
