date,start_time,end_time,movement_intensity
2026-03-03,2026-03-03T00:23:00.0,2026-03-03T00:24:00.0,2.7677961846680654
2026-03-03,2026-03-03T00:24:00.0,2026-03-03T00:25:00.0,2.4890009845898216
2026-03-03,2026-03-03T00:25:00.0,2026-03-03T00:26:00.0,2.2788508728365486
2026-03-03,2026-03-03T00:26:00.0,2026-03-03T00:27:00.0,2.137742890912221
2026-03-03,2026-03-03T00:27:00.0,2026-03-03T00:28:00.0,2.0577195040737455
2026-03-03,2026-03-03T00:28:00.0,2026-03-03T00:29:00.0,2.0242670034920445
2026-03-03,2026-03-03T00:29:00.0,2026-03-03T00:30:00.0,2.020533306112176
2026-03-03,2026-03-03T00:30:00.0,2026-03-03T00:31:00.0,2.0314691465814287
2026-03-03,2026-03-03T00:31:00.0,2026-03-03T00:32:00.0,2.0314691465814287
2026-03-03,2026-03-03T00:32:00.0,2026-03-03T00:33:00.0,2.0314691465814287
2026-03-03,2026-03-03T00:33:00.0,2026-03-03T00:34:00.0,2.0314691465814287
2026-03-03,2026-03-03T00:34:00.0,2026-03-03T00:35:00.0,2.0314691465814287
2026-03-03,2026-03-03T00:35:00.0,2026-03-03T00:36:00.0,2.0314691465814287
2026-03-03,2026-03-03T00:36:00.0,2026-03-03T00:37:00.0,2.0314691465814287
2026-03-03,2026-03-03T00:37:00.0,2026-03-03T00:38:00.0,2.0314691465814287
2026-03-03,2026-03-03T00:38:00.0,2026-03-03T00:39:00.0,2.0314691465814287
2026-03-03,2026-03-03T00:39:00.0,2026-03-03T00:40:00.0,2.0314691465814287
2026-03-03,2026-03-03T00:40:00.0,2026-03-03T00:41:00.0,2.0314691465814287
2026-03-03,2026-03-03T00:41:00.0,2026-03-03T00:42:00.0,2.0321961102066877
2026-03-03,2026-03-03T00:42:00.0,2026-03-03T00:43:00.0,2.0304940168993757
2026-03-03,2026-03-03T00:43:00.0,2026-03-03T00:44:00.0,2.0287474091925084
2026-03-03,2026-03-03T00:44:00.0,2026-03-03T00:45:00.0,2.0277181092123753
2026-03-03,2026-03-03T00:45:00.0,2026-03-03T00:46:00.0,2.018291287371308
2026-03-03,2026-03-03T00:46:00.0,2026-03-03T00:47:00.0,2.0345374240644825
2026-03-03,2026-03-03T00:47:00.0,2026-03-03T00:48:00.0,2.062801738140554
2026-03-03,2026-03-03T00:48:00.0,2026-03-03T00:49:00.0,2.137530160110195
2026-03-03,2026-03-03T00:49:00.0,2026-03-03T00:50:00.0,2.252591380501455
2026-03-03,2026-03-03T00:50:00.0,2026-03-03T00:51:00.0,2.4088843801680957
2026-03-03,2026-03-03T00:51:00.0,2026-03-03T00:52:00.0,2.6023989926408135
2026-03-03,2026-03-03T00:52:00.0,2026-03-03T00:53:00.0,2.825300542364149
2026-03-03,2026-03-03T00:53:00.0,2026-03-03T00:54:00.0,3.0675075917580883
2026-03-03,2026-03-03T00:54:00.0,2026-03-03T00:55:00.0,3.319894815211943
2026-03-03,2026-03-03T00:55:00.0,2026-03-03T00:56:00.0,3.567508119873445
2026-03-03,2026-03-03T00:56:00.0,2026-03-03T00:57:00.0,3.7988046292424533
2026-03-03,2026-03-03T00:57:00.0,2026-03-03T00:58:00.0,4.003292554997611
2026-03-03,2026-03-03T00:58:00.0,2026-03-03T00:59:00.0,4.1718469854074565
2026-03-03,2026-03-03T00:59:00.0,2026-03-03T01:00:00.0,4.29694059499311
2026-03-03,2026-03-03T01:00:00.0,2026-03-03T01:01:00.0,4.372814833833366
2026-03-03,2026-03-03T01:01:00.0,2026-03-03T01:02:00.0,4.395597770648464
2026-03-03,2026-03-03T01:02:00.0,2026-03-03T01:03:00.0,4.363366468649402
2026-03-03,2026-03-03T01:03:00.0,2026-03-03T01:04:00.0,4.276149805152655
2026-03-03,2026-03-03T01:04:00.0,2026-03-03T01:05:00.0,4.135868859415987
2026-03-03,2026-03-03T01:05:00.0,2026-03-03T01:06:00.0,3.946214614743677
2026-03-03,2026-03-03T01:06:00.0,2026-03-03T01:07:00.0,3.712465802794223
2026-03-03,2026-03-03T01:07:00.0,2026-03-03T01:08:00.0,3.4412527454410258
2026-03-03,2026-03-03T01:08:00.0,2026-03-03T01:09:00.0,3.1402757178800487
2026-03-03,2026-03-03T01:09:00.0,2026-03-03T01:10:00.0,2.817988452258047
2026-03-03,2026-03-03T01:10:00.0,2026-03-03T01:11:00.0,2.4824564846042043
2026-03-03,2026-03-03T01:11:00.0,2026-03-03T01:12:00.0,2.1451849221104555
2026-03-03,2026-03-03T01:12:00.0,2026-03-03T01:13:00.0,1.813407485171286
2026-03-03,2026-03-03T01:13:00.0,2026-03-03T01:14:00.0,1.4948530649268401
2026-03-03,2026-03-03T01:14:00.0,2026-03-03T01:15:00.0,1.2194688516033856
2026-03-03,2026-03-03T01:15:00.0,2026-03-03T01:16:00.0,0.9523154476173366
2026-03-03,2026-03-03T01:16:00.0,2026-03-03T01:17:00.0,0.7426545195494012
2026-03-03,2026-03-03T01:17:00.0,2026-03-03T01:18:00.0,0.5332402603243982
2026-03-03,2026-03-03T01:18:00.0,2026-03-03T01:19:00.0,0.34373546965981844
2026-03-03,2026-03-03T01:19:00.0,2026-03-03T01:20:00.0,0.16918838725572155
2026-03-03,2026-03-03T01:20:00.0,2026-03-03T01:21:00.0,0.08825718793861495
2026-03-03,2026-03-03T01:21:00.0,2026-03-03T01:22:00.0,0.10870394338591402
2026-03-03,2026-03-03T01:22:00.0,2026-03-03T01:23:00.0,0.0
2026-03-03,2026-03-03T01:23:00.0,2026-03-03T01:24:00.0,0.0
2026-03-03,2026-03-03T01:24:00.0,2026-03-03T01:25:00.0,0.0
2026-03-03,2026-03-03T01:25:00.0,2026-03-03T01:26:00.0,0.0
2026-03-03,2026-03-03T01:26:00.0,2026-03-03T01:27:00.0,0.0
2026-03-03,2026-03-03T01:27:00.0,2026-03-03T01:28:00.0,0.07686529550989835
2026-03-03,2026-03-03T01:28:00.0,2026-03-03T01:29:00.0,0.0448732441707528
2026-03-03,2026-03-03T01:29:00.0,2026-03-03T01:30:00.0,0.1349333939486886
2026-03-03,2026-03-03T01:30:00.0,2026-03-03T01:31:00.0,0.2115766559902864
2026-03-03,2026-03-03T01:31:00.0,2026-03-03T01:32:00.0,0.2882629894112111
2026-03-03,2026-03-03T01:32:00.0,2026-03-03T01:33:00.0,0.3655068810407815
2026-03-03,2026-03-03T01:33:00.0,2026-03-03T01:34:00.0,0.4420512517154544
2026-03-03,2026-03-03T01:34:00.0,2026-03-03T01:35:00.0,0.516075710571075
2026-03-03,2026-03-03T01:35:00.0,2026-03-03T01:36:00.0,0.5855640746547759
2026-03-03,2026-03-03T01:36:00.0,2026-03-03T01:37:00.0,0.6484888180908535
2026-03-03,2026-03-03T01:37:00.0,2026-03-03T01:38:00.0,0.702936539109698
2026-03-03,2026-03-03T01:38:00.0,2026-03-03T01:39:00.0,0.7472063072597769
2026-03-03,2026-03-03T01:39:00.0,2026-03-03T01:40:00.0,0.7798896506098385
2026-03-03,2026-03-03T01:40:00.0,2026-03-03T01:41:00.0,0.799933937787455
2026-03-03,2026-03-03T01:41:00.0,2026-03-03T01:42:00.0,0.8066886999730392
2026-03-03,2026-03-03T01:42:00.0,2026-03-03T01:43:00.0,0.799933937787455
2026-03-03,2026-03-03T01:43:00.0,2026-03-03T01:44:00.0,0.7798896506098385
2026-03-03,2026-03-03T01:44:00.0,2026-03-03T01:45:00.0,0.7452268975163738
2026-03-03,2026-03-03T01:45:00.0,2026-03-03T01:46:00.0,0.7036523161595676
2026-03-03,2026-03-03T01:46:00.0,2026-03-03T01:47:00.0,0.6554702568310236
2026-03-03,2026-03-03T01:47:00.0,2026-03-03T01:48:00.0,0.6043737471187179
2026-03-03,2026-03-03T01:48:00.0,2026-03-03T01:49:00.0,0.5548710792369557
2026-03-03,2026-03-03T01:49:00.0,2026-03-03T01:50:00.0,0.5120614701256871
2026-03-03,2026-03-03T01:50:00.0,2026-03-03T01:51:00.0,0.480936518326234
2026-03-03,2026-03-03T01:51:00.0,2026-03-03T01:52:00.0,0.4650404504825446
2026-03-03,2026-03-03T01:52:00.0,2026-03-03T01:53:00.0,0.46498099329239684
2026-03-03,2026-03-03T01:53:00.0,2026-03-03T01:54:00.0,0.4779915212605219
2026-03-03,2026-03-03T01:54:00.0,2026-03-03T01:55:00.0,0.4990726370481235
2026-03-03,2026-03-03T01:55:00.0,2026-03-03T01:56:00.0,0.5227335450787256
2026-03-03,2026-03-03T01:56:00.0,2026-03-03T01:57:00.0,0.551465260523424
2026-03-03,2026-03-03T01:57:00.0,2026-03-03T01:58:00.0,0.5656387119107673
2026-03-03,2026-03-03T01:58:00.0,2026-03-03T01:59:00.0,0.5704150500574963
2026-03-03,2026-03-03T01:59:00.0,2026-03-03T02:00:00.0,0.5656387119107673
2026-03-03,2026-03-03T02:00:00.0,2026-03-03T02:01:00.0,0.551465260523424
2026-03-03,2026-03-03T02:01:00.0,2026-03-03T02:02:00.0,0.5283546468087472
2026-03-03,2026-03-03T02:02:00.0,2026-03-03T02:03:00.0,0.49407059432923955
2026-03-03,2026-03-03T02:03:00.0,2026-03-03T02:04:00.0,0.4596473404857685
2026-03-03,2026-03-03T02:04:00.0,2026-03-03T02:05:00.0,0.4249072288916817
2026-03-03,2026-03-03T02:05:00.0,2026-03-03T02:06:00.0,0.3943975281372032
2026-03-03,2026-03-03T02:06:00.0,2026-03-03T02:07:00.0,0.3731654192228213
2026-03-03,2026-03-03T02:07:00.0,2026-03-03T02:08:00.0,0.3655068810407815
2026-03-03,2026-03-03T02:08:00.0,2026-03-03T02:09:00.0,0.3731654192228213
2026-03-03,2026-03-03T02:09:00.0,2026-03-03T02:10:00.0,0.3943975281372032
2026-03-03,2026-03-03T02:10:00.0,2026-03-03T02:11:00.0,0.4249072288916817
2026-03-03,2026-03-03T02:11:00.0,2026-03-03T02:12:00.0,0.4596473404857685
2026-03-03,2026-03-03T02:12:00.0,2026-03-03T02:13:00.0,0.49407059432923955
2026-03-03,2026-03-03T02:13:00.0,2026-03-03T02:14:00.0,0.5283546468087472
2026-03-03,2026-03-03T02:14:00.0,2026-03-03T02:15:00.0,0.551465260523424
2026-03-03,2026-03-03T02:15:00.0,2026-03-03T02:16:00.0,0.5656387119107673
2026-03-03,2026-03-03T02:16:00.0,2026-03-03T02:17:00.0,0.5704150500574963
2026-03-03,2026-03-03T02:17:00.0,2026-03-03T02:18:00.0,0.5656387119107673
2026-03-03,2026-03-03T02:18:00.0,2026-03-03T02:19:00.0,0.551465260523424
2026-03-03,2026-03-03T02:19:00.0,2026-03-03T02:20:00.0,0.5283546468087472
2026-03-03,2026-03-03T02:20:00.0,2026-03-03T02:21:00.0,0.4970511935482702
2026-03-03,2026-03-03T02:21:00.0,2026-03-03T02:22:00.0,0.4585508407956919
2026-03-03,2026-03-03T02:22:00.0,2026-03-03T02:23:00.0,0.4140563280076178
2026-03-03,2026-03-03T02:23:00.0,2026-03-03T02:24:00.0,0.2930885195467881
2026-03-03,2026-03-03T02:24:00.0,2026-03-03T02:25:00.0,0.3329555256846656
2026-03-03,2026-03-03T02:25:00.0,2026-03-03T02:26:00.0,0.45880984477065
2026-03-03,2026-03-03T02:26:00.0,2026-03-03T02:27:00.0,0.6401371265868431
2026-03-03,2026-03-03T02:27:00.0,2026-03-03T02:28:00.0,0.8477220064830168
2026-03-03,2026-03-03T02:28:00.0,2026-03-03T02:29:00.0,1.068548486180527
2026-03-03,2026-03-03T02:29:00.0,2026-03-03T02:30:00.0,1.2933006969545127
2026-03-03,2026-03-03T02:30:00.0,2026-03-03T02:31:00.0,1.5140083454592608
2026-03-03,2026-03-03T02:31:00.0,2026-03-03T02:32:00.0,1.7245155865641666
2026-03-03,2026-03-03T02:32:00.0,2026-03-03T02:33:00.0,1.9154403383543033
2026-03-03,2026-03-03T02:33:00.0,2026-03-03T02:34:00.0,2.0819869693352424
2026-03-03,2026-03-03T02:34:00.0,2026-03-03T02:35:00.0,2.2189787938311922
2026-03-03,2026-03-03T02:35:00.0,2026-03-03T02:36:00.0,2.3220769709117834
2026-03-03,2026-03-03T02:36:00.0,2026-03-03T02:37:00.0,2.387975503425803
2026-03-03,2026-03-03T02:37:00.0,2026-03-03T02:38:00.0,2.4145464077730576
2026-03-03,2026-03-03T02:38:00.0,2026-03-03T02:39:00.0,2.4009320940704093
2026-03-03,2026-03-03T02:39:00.0,2026-03-03T02:40:00.0,2.347582462613583
2026-03-03,2026-03-03T02:40:00.0,2026-03-03T02:41:00.0,2.2562356283966833
2026-03-03,2026-03-03T02:41:00.0,2026-03-03T02:42:00.0,2.129842902773048
2026-03-03,2026-03-03T02:42:00.0,2026-03-03T02:43:00.0,1.9724402397343073
2026-03-03,2026-03-03T02:43:00.0,2026-03-03T02:44:00.0,1.7889692693874393
2026-03-03,2026-03-03T02:44:00.0,2026-03-03T02:45:00.0,1.5850503552534563
2026-03-03,2026-03-03T02:45:00.0,2026-03-03T02:46:00.0,1.366705595740894
2026-03-03,2026-03-03T02:46:00.0,2026-03-03T02:47:00.0,1.1400148967437223
2026-03-03,2026-03-03T02:47:00.0,2026-03-03T02:48:00.0,0.909017363037182
2026-03-03,2026-03-03T02:48:00.0,2026-03-03T02:49:00.0,0.6837175370558254
2026-03-03,2026-03-03T02:49:00.0,2026-03-03T02:50:00.0,0.4676428049628391
2026-03-03,2026-03-03T02:50:00.0,2026-03-03T02:51:00.0,0.26453176765854036
2026-03-03,2026-03-03T02:51:00.0,2026-03-03T02:52:00.0,0.06627141709675446
2026-03-03,2026-03-03T02:52:00.0,2026-03-03T02:53:00.0,0.25465723480469193
2026-03-03,2026-03-03T02:53:00.0,2026-03-03T02:54:00.0,0.3078157204313776
2026-03-03,2026-03-03T02:54:00.0,2026-03-03T02:55:00.0,0.3649206345504732
2026-03-03,2026-03-03T02:55:00.0,2026-03-03T02:56:00.0,0.4140563280076178
2026-03-03,2026-03-03T02:56:00.0,2026-03-03T02:57:00.0,0.4585508407956919
2026-03-03,2026-03-03T02:57:00.0,2026-03-03T02:58:00.0,0.4970511935482702
2026-03-03,2026-03-03T02:58:00.0,2026-03-03T02:59:00.0,0.5283546468087472
2026-03-03,2026-03-03T02:59:00.0,2026-03-03T03:00:00.0,0.551465260523424
2026-03-03,2026-03-03T03:00:00.0,2026-03-03T03:01:00.0,0.5656387119107673
2026-03-03,2026-03-03T03:01:00.0,2026-03-03T03:02:00.0,0.5704150500574963
2026-03-03,2026-03-03T03:02:00.0,2026-03-03T03:03:00.0,0.5656387119107673
2026-03-03,2026-03-03T03:03:00.0,2026-03-03T03:04:00.0,0.551465260523424
2026-03-03,2026-03-03T03:04:00.0,2026-03-03T03:05:00.0,0.5283546468087472
2026-03-03,2026-03-03T03:05:00.0,2026-03-03T03:06:00.0,0.4970511935482702
2026-03-03,2026-03-03T03:06:00.0,2026-03-03T03:07:00.0,0.4585508407956919
2026-03-03,2026-03-03T03:07:00.0,2026-03-03T03:08:00.0,0.4140563280076178
2026-03-03,2026-03-03T03:08:00.0,2026-03-03T03:09:00.0,0.3649206345504732
2026-03-03,2026-03-03T03:09:00.0,2026-03-03T03:10:00.0,0.31257743771999924
2026-03-03,2026-03-03T03:10:00.0,2026-03-03T03:11:00.0,0.25845239415428134
2026-03-03,2026-03-03T03:11:00.0,2026-03-03T03:12:00.0,0.2038327145777733
2026-03-03,2026-03-03T03:12:00.0,2026-03-03T03:13:00.0,0.1496072881915049
2026-03-03,2026-03-03T03:13:00.0,2026-03-03T03:14:00.0,0.09541231786963358
2026-03-03,2026-03-03T03:14:00.0,2026-03-03T03:15:00.0,0.03173017524697902
2026-03-03,2026-03-03T03:15:00.0,2026-03-03T03:16:00.0,0.05435197169295701
2026-03-03,2026-03-03T03:16:00.0,2026-03-03T03:17:00.0,0.0
2026-03-03,2026-03-03T03:17:00.0,2026-03-03T03:18:00.0,0.05435197169295701
2026-03-03,2026-03-03T03:18:00.0,2026-03-03T03:19:00.0,0.044128593969307475
2026-03-03,2026-03-03T03:19:00.0,2026-03-03T03:20:00.0,0.10055005928620828
2026-03-03,2026-03-03T03:20:00.0,2026-03-03T03:21:00.0,0.17744252895310075
2026-03-03,2026-03-03T03:21:00.0,2026-03-03T03:22:00.0,0.2528440551252095
