date,timestamp,timestamp_ms,respiration_rate
2026-03-03,2026-03-03 01:58:00,1772503080000,13.0
2026-03-03,2026-03-03 02:00:00,1772503200000,12.0
2026-03-03,2026-03-03 02:02:00,1772503320000,13.0
2026-03-03,2026-03-03 02:04:00,1772503440000,13.0
2026-03-03,2026-03-03 02:06:00,1772503560000,13.0
2026-03-03,2026-03-03 02:08:00,1772503680000,12.0
2026-03-03,2026-03-03 02:10:00,1772503800000,12.0
2026-03-03,2026-03-03 02:12:00,1772503920000,14.0
2026-03-03,2026-03-03 02:14:00,1772504040000,12.0
2026-03-03,2026-03-03 02:16:00,1772504160000,12.0
2026-03-03,2026-03-03 02:18:00,1772504280000,12.0
2026-03-03,2026-03-03 02:20:00,1772504400000,11.0
2026-03-03,2026-03-03 02:22:00,1772504520000,11.0
2026-03-03,2026-03-03 02:24:00,1772504640000,12.0
2026-03-03,2026-03-03 02:26:00,1772504760000,11.0
2026-03-03,2026-03-03 02:28:00,1772504880000,12.0
2026-03-03,2026-03-03 02:30:00,1772505000000,11.0
2026-03-03,2026-03-03 02:32:00,1772505120000,12.0
2026-03-03,2026-03-03 02:34:00,1772505240000,12.0
2026-03-03,2026-03-03 02:36:00,1772505360000,12.0
2026-03-03,2026-03-03 02:38:00,1772505480000,11.0
2026-03-03,2026-03-03 02:40:00,1772505600000,12.0
2026-03-03,2026-03-03 02:42:00,1772505720000,13.0
2026-03-03,2026-03-03 02:44:00,1772505840000,13.0
2026-03-03,2026-03-03 02:46:00,1772505960000,16.0
2026-03-03,2026-03-03 02:48:00,1772506080000,16.0
2026-03-03,2026-03-03 02:50:00,1772506200000,17.0
2026-03-03,2026-03-03 02:52:00,1772506320000,15.0
2026-03-03,2026-03-03 02:54:00,1772506440000,11.0
2026-03-03,2026-03-03 02:56:00,1772506560000,12.0
2026-03-03,2026-03-03 02:58:00,1772506680000,12.0
2026-03-03,2026-03-03 03:00:00,1772506800000,14.0
2026-03-03,2026-03-03 03:02:00,1772506920000,12.0
2026-03-03,2026-03-03 03:04:00,1772507040000,13.0
2026-03-03,2026-03-03 03:06:00,1772507160000,13.0
2026-03-03,2026-03-03 03:08:00,1772507280000,14.0
2026-03-03,2026-03-03 03:10:00,1772507400000,14.0
2026-03-03,2026-03-03 03:12:00,1772507520000,14.0
2026-03-03,2026-03-03 03:14:00,1772507640000,13.0
2026-03-03,2026-03-03 03:16:00,1772507760000,14.0
2026-03-03,2026-03-03 03:18:00,1772507880000,14.0
2026-03-03,2026-03-03 03:20:00,1772508000000,14.0
2026-03-03,2026-03-03 03:22:00,1772508120000,14.0
2026-03-03,2026-03-03 03:24:00,1772508240000,14.0
2026-03-03,2026-03-03 03:26:00,1772508360000,14.0
2026-03-03,2026-03-03 03:28:00,1772508480000,14.0
2026-03-03,2026-03-03 03:30:00,1772508600000,14.0
2026-03-03,2026-03-03 03:32:00,1772508720000,15.0
2026-03-03,2026-03-03 03:34:00,1772508840000,13.0
2026-03-03,2026-03-03 03:36:00,1772508960000,10.0
2026-03-03,2026-03-03 03:38:00,1772509080000,10.0
2026-03-03,2026-03-03 03:40:00,1772509200000,11.0
2026-03-03,2026-03-03 03:42:00,1772509320000,12.0
2026-03-03,2026-03-03 03:44:00,1772509440000,15.0
2026-03-03,2026-03-03 03:46:00,1772509560000,15.0
2026-03-03,2026-03-03 03:48:00,1772509680000,17.0
2026-03-03,2026-03-03 03:50:00,1772509800000,15.0
2026-03-03,2026-03-03 03:52:00,1772509920000,11.0
2026-03-03,2026-03-03 03:54:00,1772510040000,12.0
2026-03-03,2026-03-03 03:56:00,1772510160000,11.0
2026-03-03,2026-03-03 03:58:00,1772510280000,11.0
2026-03-03,2026-03-03 04:00:00,1772510400000,12.0
2026-03-03,2026-03-03 04:02:00,1772510520000,11.0
2026-03-03,2026-03-03 04:04:00,1772510640000,11.0
2026-03-03,2026-03-03 04:06:00,1772510760000,12.0
2026-03-03,2026-03-03 04:08:00,1772510880000,12.0
2026-03-03,2026-03-03 04:10:00,1772511000000,12.0
2026-03-03,2026-03-03 04:12:00,1772511120000,13.0
2026-03-03,2026-03-03 04:14:00,1772511240000,12.0
2026-03-03,2026-03-03 04:16:00,1772511360000,12.0
2026-03-03,2026-03-03 04:18:00,1772511480000,13.0
2026-03-03,2026-03-03 04:20:00,1772511600000,13.0
2026-03-03,2026-03-03 04:22:00,1772511720000,12.0
2026-03-03,2026-03-03 04:24:00,1772511840000,12.0
2026-03-03,2026-03-03 04:26:00,1772511960000,13.0
2026-03-03,2026-03-03 04:28:00,1772512080000,12.0
2026-03-03,2026-03-03 04:30:00,1772512200000,12.0
2026-03-03,2026-03-03 04:32:00,1772512320000,13.0
2026-03-03,2026-03-03 04:34:00,1772512440000,13.0
2026-03-03,2026-03-03 04:36:00,1772512560000,13.0
2026-03-03,2026-03-03 04:38:00,1772512680000,9.0
2026-03-03,2026-03-03 04:40:00,1772512800000,11.0
2026-03-03,2026-03-03 04:42:00,1772512920000,11.0
2026-03-03,2026-03-03 04:44:00,1772513040000,9.0
2026-03-03,2026-03-03 04:46:00,1772513160000,11.0
2026-03-03,2026-03-03 04:48:00,1772513280000,11.0
2026-03-03,2026-03-03 04:50:00,1772513400000,12.0
2026-03-03,2026-03-03 04:52:00,1772513520000,11.0
2026-03-03,2026-03-03 04:54:00,1772513640000,11.0
2026-03-03,2026-03-03 04:56:00,1772513760000,11.0
2026-03-03,2026-03-03 04:58:00,1772513880000,10.0
2026-03-03,2026-03-03 05:00:00,1772514000000,12.0
2026-03-03,2026-03-03 05:02:00,1772514120000,17.0
2026-03-03,2026-03-03 05:04:00,1772514240000,17.0
2026-03-03,2026-03-03 05:06:00,1772514360000,15.0
2026-03-03,2026-03-03 05:08:00,1772514480000,14.0
2026-03-03,2026-03-03 05:10:00,1772514600000,16.0
2026-03-03,2026-03-03 05:12:00,1772514720000,14.0
2026-03-03,2026-03-03 05:14:00,1772514840000,12.0
2026-03-03,2026-03-03 05:16:00,1772514960000,11.0
2026-03-03,2026-03-03 05:18:00,1772515080000,12.0
2026-03-03,2026-03-03 05:20:00,1772515200000,12.0
2026-03-03,2026-03-03 05:22:00,1772515320000,13.0
2026-03-03,2026-03-03 05:24:00,1772515440000,13.0
2026-03-03,2026-03-03 05:26:00,1772515560000,10.0
2026-03-03,2026-03-03 05:28:00,1772515680000,11.0
2026-03-03,2026-03-03 05:30:00,1772515800000,13.0
