date,timestamp,timestamp_ms,status,body_battery_level
2026-03-01,2026-03-01 10:39:00,1772361540000,MEASURED,58
2026-03-01,2026-03-01 10:42:00,1772361720000,MEASURED,58
2026-03-01,2026-03-01 10:45:00,1772361900000,MEASURED,58
2026-03-01,2026-03-01 10:48:00,1772362080000,MEASURED,57
2026-03-01,2026-03-01 10:51:00,1772362260000,MEASURED,57
2026-03-01,2026-03-01 10:54:00,1772362440000,MEASURED,57
2026-03-01,2026-03-01 10:57:00,1772362620000,MEASURED,57
2026-03-01,2026-03-01 11:00:00,1772362800000,MEASURED,57
2026-03-01,2026-03-01 11:03:00,1772362980000,MEASURED,57
2026-03-01,2026-03-01 11:06:00,1772363160000,MEASURED,57
2026-03-01,2026-03-01 11:09:00,1772363340000,MEASURED,57
2026-03-01,2026-03-01 11:12:00,1772363520000,MEASURED,56
2026-03-01,2026-03-01 11:15:00,1772363700000,MEASURED,56
2026-03-01,2026-03-01 11:18:00,1772363880000,MEASURED,56
2026-03-01,2026-03-01 11:21:00,1772364060000,MEASURED,56
2026-03-01,2026-03-01 11:24:00,1772364240000,MEASURED,56
2026-03-01,2026-03-01 11:27:00,1772364420000,MEASURED,55
2026-03-01,2026-03-01 11:30:00,1772364600000,MEASURED,55
2026-03-01,2026-03-01 11:33:00,1772364780000,MEASURED,55
2026-03-01,2026-03-01 11:36:00,1772364960000,MEASURED,55
2026-03-01,2026-03-01 11:39:00,1772365140000,MEASURED,55
2026-03-01,2026-03-01 11:42:00,1772365320000,MEASURED,55
2026-03-01,2026-03-01 11:45:00,1772365500000,MEASURED,55
2026-03-01,2026-03-01 11:48:00,1772365680000,MEASURED,55
2026-03-01,2026-03-01 11:51:00,1772365860000,MEASURED,55
2026-03-01,2026-03-01 11:54:00,1772366040000,MEASURED,55
2026-03-01,2026-03-01 11:57:00,1772366220000,MEASURED,54
2026-03-01,2026-03-01 12:00:00,1772366400000,MEASURED,54
2026-03-01,2026-03-01 12:03:00,1772366580000,MEASURED,54
2026-03-01,2026-03-01 12:06:00,1772366760000,MEASURED,54
2026-03-01,2026-03-01 12:09:00,1772366940000,MEASURED,54
2026-03-01,2026-03-01 12:12:00,1772367120000,MEASURED,55
2026-03-01,2026-03-01 12:15:00,1772367300000,MEASURED,56
2026-03-01,2026-03-01 12:18:00,1772367480000,MEASURED,56
2026-03-01,2026-03-01 12:21:00,1772367660000,MEASURED,55
2026-03-01,2026-03-01 12:24:00,1772367840000,MEASURED,54
2026-03-01,2026-03-01 12:27:00,1772368020000,MEASURED,54
2026-03-01,2026-03-01 12:30:00,1772368200000,MEASURED,54
2026-03-01,2026-03-01 12:33:00,1772368380000,MEASURED,54
2026-03-01,2026-03-01 12:36:00,1772368560000,MEASURED,54
2026-03-01,2026-03-01 12:39:00,1772368740000,MEASURED,54
2026-03-01,2026-03-01 12:42:00,1772368920000,MEASURED,54
2026-03-01,2026-03-01 12:45:00,1772369100000,MEASURED,54
2026-03-01,2026-03-01 12:48:00,1772369280000,MEASURED,53
2026-03-01,2026-03-01 12:51:00,1772369460000,MEASURED,53
2026-03-01,2026-03-01 12:54:00,1772369640000,MEASURED,53
2026-03-01,2026-03-01 12:57:00,1772369820000,MEASURED,53
2026-03-01,2026-03-01 13:00:00,1772370000000,MEASURED,53
2026-03-01,2026-03-01 13:03:00,1772370180000,MEASURED,53
2026-03-01,2026-03-01 13:06:00,1772370360000,MEASURED,53
2026-03-01,2026-03-01 13:09:00,1772370540000,MEASURED,53
2026-03-01,2026-03-01 13:12:00,1772370720000,MEASURED,53
2026-03-01,2026-03-01 13:15:00,1772370900000,MEASURED,53
2026-03-01,2026-03-01 13:18:00,1772371080000,MEASURED,53
2026-03-01,2026-03-01 13:21:00,1772371260000,MEASURED,52
2026-03-01,2026-03-01 13:24:00,1772371440000,MEASURED,52
2026-03-01,2026-03-01 13:27:00,1772371620000,MEASURED,52
2026-03-01,2026-03-01 13:30:00,1772371800000,MEASURED,52
2026-03-01,2026-03-01 13:33:00,1772371980000,MEASURED,52
2026-03-01,2026-03-01 13:36:00,1772372160000,MEASURED,51
2026-03-01,2026-03-01 13:39:00,1772372340000,MEASURED,51
2026-03-01,2026-03-01 13:42:00,1772372520000,MEASURED,51
2026-03-01,2026-03-01 13:45:00,1772372700000,MEASURED,51
2026-03-01,2026-03-01 13:48:00,1772372880000,MEASURED,51
2026-03-01,2026-03-01 13:51:00,1772373060000,MEASURED,51
2026-03-01,2026-03-01 13:54:00,1772373240000,MEASURED,51
2026-03-01,2026-03-01 13:57:00,1772373420000,MEASURED,51
2026-03-01,2026-03-01 14:00:00,1772373600000,MEASURED,51
2026-03-01,2026-03-01 14:03:00,1772373780000,MEASURED,51
2026-03-01,2026-03-01 14:06:00,1772373960000,MEASURED,51
2026-03-01,2026-03-01 14:09:00,1772374140000,MEASURED,51
2026-03-01,2026-03-01 14:12:00,1772374320000,MEASURED,51
2026-03-01,2026-03-01 14:15:00,1772374500000,MEASURED,51
2026-03-01,2026-03-01 14:18:00,1772374680000,MEASURED,51
2026-03-01,2026-03-01 14:21:00,1772374860000,MEASURED,51
2026-03-01,2026-03-01 14:24:00,1772375040000,MEASURED,51
2026-03-01,2026-03-01 14:27:00,1772375220000,MEASURED,51
2026-03-01,2026-03-01 14:30:00,1772375400000,MEASURED,51
2026-03-01,2026-03-01 14:33:00,1772375580000,MEASURED,51
2026-03-01,2026-03-01 14:36:00,1772375760000,MEASURED,51
2026-03-01,2026-03-01 14:39:00,1772375940000,MEASURED,51
2026-03-01,2026-03-01 14:42:00,1772376120000,MEASURED,51
2026-03-01,2026-03-01 14:45:00,1772376300000,MEASURED,51
2026-03-01,2026-03-01 14:48:00,1772376480000,MEASURED,51
2026-03-01,2026-03-01 14:51:00,1772376660000,MEASURED,51
2026-03-01,2026-03-01 14:54:00,1772376840000,MEASURED,51
2026-03-01,2026-03-01 14:57:00,1772377020000,MEASURED,51
2026-03-01,2026-03-01 15:00:00,1772377200000,MEASURED,51
2026-03-01,2026-03-01 15:03:00,1772377380000,MEASURED,51
2026-03-01,2026-03-01 15:06:00,1772377560000,MEASURED,51
2026-03-01,2026-03-01 15:09:00,1772377740000,MEASURED,51
2026-03-01,2026-03-01 15:12:00,1772377920000,MEASURED,51
2026-03-01,2026-03-01 15:15:00,1772378100000,MEASURED,50
2026-03-01,2026-03-01 15:18:00,1772378280000,MEASURED,50
2026-03-01,2026-03-01 15:21:00,1772378460000,MEASURED,49
2026-03-01,2026-03-01 15:24:00,1772378640000,MEASURED,49
2026-03-01,2026-03-01 15:27:00,1772378820000,MEASURED,49
2026-03-01,2026-03-01 15:30:00,1772379000000,MEASURED,49
2026-03-01,2026-03-01 15:33:00,1772379180000,MEASURED,49
2026-03-01,2026-03-01 15:36:00,1772379360000,MEASURED,49
2026-03-01,2026-03-01 15:39:00,1772379540000,MEASURED,49
2026-03-01,2026-03-01 15:42:00,1772379720000,MEASURED,49
2026-03-01,2026-03-01 15:45:00,1772379900000,MEASURED,49
2026-03-01,2026-03-01 15:48:00,1772380080000,MEASURED,48
2026-03-01,2026-03-01 15:51:00,1772380260000,MEASURED,48
2026-03-01,2026-03-01 15:54:00,1772380440000,MEASURED,47
2026-03-01,2026-03-01 15:57:00,1772380620000,MEASURED,46
2026-03-01,2026-03-01 16:00:00,1772380800000,MEASURED,46
2026-03-01,2026-03-01 16:03:00,1772380980000,MEASURED,45
2026-03-01,2026-03-01 16:06:00,1772381160000,MEASURED,44
2026-03-01,2026-03-01 16:09:00,1772381340000,MEASURED,44
2026-03-01,2026-03-01 16:12:00,1772381520000,MEASURED,43
2026-03-01,2026-03-01 16:15:00,1772381700000,MEASURED,43
2026-03-01,2026-03-01 16:18:00,1772381880000,MEASURED,42
2026-03-01,2026-03-01 16:21:00,1772382060000,MEASURED,41
2026-03-01,2026-03-01 16:24:00,1772382240000,MEASURED,40
2026-03-01,2026-03-01 16:27:00,1772382420000,MEASURED,40
2026-03-01,2026-03-01 16:30:00,1772382600000,MEASURED,40
2026-03-01,2026-03-01 16:33:00,1772382780000,MEASURED,39
2026-03-01,2026-03-01 16:36:00,1772382960000,MEASURED,39
2026-03-01,2026-03-01 16:39:00,1772383140000,MEASURED,38
2026-03-01,2026-03-01 16:42:00,1772383320000,MEASURED,38
2026-03-01,2026-03-01 16:45:00,1772383500000,MEASURED,37
2026-03-01,2026-03-01 16:48:00,1772383680000,MEASURED,36
2026-03-01,2026-03-01 16:51:00,1772383860000,MEASURED,36
2026-03-01,2026-03-01 16:54:00,1772384040000,MEASURED,35
2026-03-01,2026-03-01 16:57:00,1772384220000,MEASURED,35
2026-03-01,2026-03-01 17:00:00,1772384400000,MEASURED,35
2026-03-01,2026-03-01 17:03:00,1772384580000,MEASURED,34
2026-03-01,2026-03-01 17:06:00,1772384760000,MEASURED,34
2026-03-01,2026-03-01 17:09:00,1772384940000,MEASURED,33
2026-03-01,2026-03-01 17:12:00,1772385120000,MEASURED,33
2026-03-01,2026-03-01 17:15:00,1772385300000,MEASURED,33
2026-03-01,2026-03-01 17:18:00,1772385480000,MEASURED,32
2026-03-01,2026-03-01 17:21:00,1772385660000,MEASURED,32
2026-03-01,2026-03-01 17:24:00,1772385840000,MEASURED,31
2026-03-01,2026-03-01 17:27:00,1772386020000,MEASURED,31
2026-03-01,2026-03-01 17:30:00,1772386200000,MEASURED,31
2026-03-01,2026-03-01 17:33:00,1772386380000,MEASURED,31
2026-03-01,2026-03-01 17:36:00,1772386560000,MEASURED,31
2026-03-01,2026-03-01 17:39:00,1772386740000,MEASURED,31
2026-03-01,2026-03-01 17:42:00,1772386920000,MEASURED,31
2026-03-01,2026-03-01 17:45:00,1772387100000,MEASURED,31
2026-03-01,2026-03-01 17:48:00,1772387280000,MEASURED,30
2026-03-01,2026-03-01 17:51:00,1772387460000,MEASURED,30
2026-03-01,2026-03-01 17:54:00,1772387640000,MEASURED,30
2026-03-01,2026-03-01 17:57:00,1772387820000,MEASURED,30
2026-03-01,2026-03-01 18:00:00,1772388000000,MEASURED,30
2026-03-01,2026-03-01 18:03:00,1772388180000,MEASURED,30
2026-03-01,2026-03-01 18:06:00,1772388360000,MEASURED,30
2026-03-01,2026-03-01 18:09:00,1772388540000,MEASURED,30
2026-03-01,2026-03-01 18:12:00,1772388720000,MEASURED,29
2026-03-01,2026-03-01 18:15:00,1772388900000,MEASURED,29
2026-03-01,2026-03-01 18:18:00,1772389080000,MEASURED,29
2026-03-01,2026-03-01 18:21:00,1772389260000,MEASURED,29
