date,timestamp,timestamp_ms,heart_rate
2026-03-01,2026-03-01 15:02:00,1772377320000,46
2026-03-01,2026-03-01 15:04:00,1772377440000,45
2026-03-01,2026-03-01 15:06:00,1772377560000,47
2026-03-01,2026-03-01 15:08:00,1772377680000,45
2026-03-01,2026-03-01 15:10:00,1772377800000,48
2026-03-01,2026-03-01 15:12:00,1772377920000,66
2026-03-01,2026-03-01 15:14:00,1772378040000,73
2026-03-01,2026-03-01 15:16:00,1772378160000,78
2026-03-01,2026-03-01 15:18:00,1772378280000,54
2026-03-01,2026-03-01 15:20:00,1772378400000,57
2026-03-01,2026-03-01 15:22:00,1772378520000,71
2026-03-01,2026-03-01 15:24:00,1772378640000,62
2026-03-01,2026-03-01 15:26:00,1772378760000,57
2026-03-01,2026-03-01 15:28:00,1772378880000,53
2026-03-01,2026-03-01 15:30:00,1772379000000,69
2026-03-01,2026-03-01 15:32:00,1772379120000,67
2026-03-01,2026-03-01 15:34:00,1772379240000,69
2026-03-01,2026-03-01 15:36:00,1772379360000,75
2026-03-01,2026-03-01 15:38:00,1772379480000,76
2026-03-01,2026-03-01 15:40:00,1772379600000,68
2026-03-01,2026-03-01 15:42:00,1772379720000,70
2026-03-01,2026-03-01 15:44:00,1772379840000,61
2026-03-01,2026-03-01 15:46:00,1772379960000,65
2026-03-01,2026-03-01 15:48:00,1772380080000,122
2026-03-01,2026-03-01 15:50:00,1772380200000,142
2026-03-01,2026-03-01 15:52:00,1772380320000,148
2026-03-01,2026-03-01 15:54:00,1772380440000,151
2026-03-01,2026-03-01 15:56:00,1772380560000,141
2026-03-01,2026-03-01 15:58:00,1772380680000,147
2026-03-01,2026-03-01 16:00:00,1772380800000,153
2026-03-01,2026-03-01 16:02:00,1772380920000,148
2026-03-01,2026-03-01 16:04:00,1772381040000,148
2026-03-01,2026-03-01 16:06:00,1772381160000,152
2026-03-01,2026-03-01 16:08:00,1772381280000,158
2026-03-01,2026-03-01 16:10:00,1772381400000,152
2026-03-01,2026-03-01 16:12:00,1772381520000,155
2026-03-01,2026-03-01 16:14:00,1772381640000,158
2026-03-01,2026-03-01 16:16:00,1772381760000,159
2026-03-01,2026-03-01 16:18:00,1772381880000,159
2026-03-01,2026-03-01 16:20:00,1772382000000,156
2026-03-01,2026-03-01 16:22:00,1772382120000,154
2026-03-01,2026-03-01 16:24:00,1772382240000,160
2026-03-01,2026-03-01 16:26:00,1772382360000,159
2026-03-01,2026-03-01 16:28:00,1772382480000,155
2026-03-01,2026-03-01 16:30:00,1772382600000,162
2026-03-01,2026-03-01 16:32:00,1772382720000,144
2026-03-01,2026-03-01 16:34:00,1772382840000,146
2026-03-01,2026-03-01 16:36:00,1772382960000,129
2026-03-01,2026-03-01 16:38:00,1772383080000,142
2026-03-01,2026-03-01 16:40:00,1772383200000,147
2026-03-01,2026-03-01 16:42:00,1772383320000,152
2026-03-01,2026-03-01 16:44:00,1772383440000,144
2026-03-01,2026-03-01 16:46:00,1772383560000,151
2026-03-01,2026-03-01 16:48:00,1772383680000,146
2026-03-01,2026-03-01 16:50:00,1772383800000,149
2026-03-01,2026-03-01 16:52:00,1772383920000,116
2026-03-01,2026-03-01 16:54:00,1772384040000,133
2026-03-01,2026-03-01 16:56:00,1772384160000,155
2026-03-01,2026-03-01 16:58:00,1772384280000,144
2026-03-01,2026-03-01 17:00:00,1772384400000,145
2026-03-01,2026-03-01 17:02:00,1772384520000,151
2026-03-01,2026-03-01 17:04:00,1772384640000,155
2026-03-01,2026-03-01 17:06:00,1772384760000,149
2026-03-01,2026-03-01 17:08:00,1772384880000,155
2026-03-01,2026-03-01 17:10:00,1772385000000,158
2026-03-01,2026-03-01 17:12:00,1772385120000,130
2026-03-01,2026-03-01 17:14:00,1772385240000,94
2026-03-01,2026-03-01 17:16:00,1772385360000,89
2026-03-01,2026-03-01 17:18:00,1772385480000,118
2026-03-01,2026-03-01 17:20:00,1772385600000,146
2026-03-01,2026-03-01 17:22:00,1772385720000,130
2026-03-01,2026-03-01 17:24:00,1772385840000,146
2026-03-01,2026-03-01 17:26:00,1772385960000,138
2026-03-01,2026-03-01 17:28:00,1772386080000,140
2026-03-01,2026-03-01 17:30:00,1772386200000,146
2026-03-01,2026-03-01 17:32:00,1772386320000,115
2026-03-01,2026-03-01 17:34:00,1772386440000,92
2026-03-01,2026-03-01 17:36:00,1772386560000,90
2026-03-01,2026-03-01 17:38:00,1772386680000,91
2026-03-01,2026-03-01 17:40:00,1772386800000,83
2026-03-01,2026-03-01 17:42:00,1772386920000,82
2026-03-01,2026-03-01 17:44:00,1772387040000,78
2026-03-01,2026-03-01 17:46:00,1772387160000,87
2026-03-01,2026-03-01 17:48:00,1772387280000,78
2026-03-01,2026-03-01 17:50:00,1772387400000,73
2026-03-01,2026-03-01 17:52:00,1772387520000,75
2026-03-01,2026-03-01 17:54:00,1772387640000,81
2026-03-01,2026-03-01 17:56:00,1772387760000,78
2026-03-01,2026-03-01 17:58:00,1772387880000,93
2026-03-01,2026-03-01 18:00:00,1772388000000,78
2026-03-01,2026-03-01 18:02:00,1772388120000,78
2026-03-01,2026-03-01 18:04:00,1772388240000,76
2026-03-01,2026-03-01 18:06:00,1772388360000,80
2026-03-01,2026-03-01 18:08:00,1772388480000,76
2026-03-01,2026-03-01 18:10:00,1772388600000,76
2026-03-01,2026-03-01 18:12:00,1772388720000,80
2026-03-01,2026-03-01 18:14:00,1772388840000,81
2026-03-01,2026-03-01 18:16:00,1772388960000,81
2026-03-01,2026-03-01 18:18:00,1772389080000,79
2026-03-01,2026-03-01 18:20:00,1772389200000,82
2026-03-01,2026-03-01 18:22:00,1772389320000,84
2026-03-01,2026-03-01 18:24:00,1772389440000,80
2026-03-01,2026-03-01 18:26:00,1772389560000,78
2026-03-01,2026-03-01 18:28:00,1772389680000,78
2026-03-01,2026-03-01 18:30:00,1772389800000,78
2026-03-01,2026-03-01 18:32:00,1772389920000,77
2026-03-01,2026-03-01 18:34:00,1772390040000,79
2026-03-01,2026-03-01 18:36:00,1772390160000,72
2026-03-01,2026-03-01 18:38:00,1772390280000,74
2026-03-01,2026-03-01 18:40:00,1772390400000,81
2026-03-01,2026-03-01 18:42:00,1772390520000,78
2026-03-01,2026-03-01 18:44:00,1772390640000,73
2026-03-01,2026-03-01 18:46:00,1772390760000,84
2026-03-01,2026-03-01 18:48:00,1772390880000,87
2026-03-01,2026-03-01 18:50:00,1772391000000,79
2026-03-01,2026-03-01 18:52:00,1772391120000,81
2026-03-01,2026-03-01 18:54:00,1772391240000,75
2026-03-01,2026-03-01 18:56:00,1772391360000,74
2026-03-01,2026-03-01 18:58:00,1772391480000,79
2026-03-01,2026-03-01 19:00:00,1772391600000,78
2026-03-01,2026-03-01 19:02:00,1772391720000,76
2026-03-01,2026-03-01 19:04:00,1772391840000,81
2026-03-01,2026-03-01 19:06:00,1772391960000,80
2026-03-01,2026-03-01 19:08:00,1772392080000,78
2026-03-01,2026-03-01 19:10:00,1772392200000,73
2026-03-01,2026-03-01 19:12:00,1772392320000,74
2026-03-01,2026-03-01 19:14:00,1772392440000,80
2026-03-01,2026-03-01 19:16:00,1772392560000,72
2026-03-01,2026-03-01 19:18:00,1772392680000,75
2026-03-01,2026-03-01 19:20:00,1772392800000,76
2026-03-01,2026-03-01 19:22:00,1772392920000,79
2026-03-01,2026-03-01 19:24:00,1772393040000,75
2026-03-01,2026-03-01 19:26:00,1772393160000,80
2026-03-01,2026-03-01 19:28:00,1772393280000,80
2026-03-01,2026-03-01 19:30:00,1772393400000,83
2026-03-01,2026-03-01 19:32:00,1772393520000,81
2026-03-01,2026-03-01 19:34:00,1772393640000,83
2026-03-01,2026-03-01 19:36:00,1772393760000,86
2026-03-01,2026-03-01 19:38:00,1772393880000,85
2026-03-01,2026-03-01 19:40:00,1772394000000,83
2026-03-01,2026-03-01 19:42:00,1772394120000,76
2026-03-01,2026-03-01 19:44:00,1772394240000,83
2026-03-01,2026-03-01 19:46:00,1772394360000,80
2026-03-01,2026-03-01 19:48:00,1772394480000,79
2026-03-01,2026-03-01 19:50:00,1772394600000,73
2026-03-01,2026-03-01 19:52:00,1772394720000,73
2026-03-01,2026-03-01 19:54:00,1772394840000,74
2026-03-01,2026-03-01 19:56:00,1772394960000,68
2026-03-01,2026-03-01 19:58:00,1772395080000,71
2026-03-01,2026-03-01 20:00:00,1772395200000,77
2026-03-01,2026-03-01 20:02:00,1772395320000,79
2026-03-01,2026-03-01 20:04:00,1772395440000,82
2026-03-01,2026-03-01 20:06:00,1772395560000,79
2026-03-01,2026-03-01 20:08:00,1772395680000,79
